step,epoch,lr,world_size,bs,loss,nce_12,nce_21,tau,gather,bs_local,bs_global_view,run_name,scale,objective,init,reg,sim,sigreg,V,inv,var,cov
2500,0,0.0001040396,3,128,10.312756538391113,,,,,,,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,1m,vicreg,imagenet,,,,2.0,0.28835445642471313,0.03125,2.3226451873779297
2600,0,0.0001079995999999999,3,128,11.956584930419922,,,,,,,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,1m,vicreg,imagenet,,,,2.0,0.3522741198539734,0.0311279296875,2.3723878860473633
2700,1,0.0001119595999999997,3,128,10.178596496582031,,,,,,,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,1m,vicreg,imagenet,,,,2.0,0.282839834690094,0.031005859375,2.334162950515747
2800,1,0.00011591959999999953,3,128,9.104528427124023,,,,,,,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,1m,vicreg,imagenet,,,,2.0,0.24348989129066467,0.0306396484375,2.2516560554504395
2900,1,0.00011987959999999937,3,128,11.581236839294434,,,,,,,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,1m,vicreg,imagenet,,,,2.0,0.3398533761501312,0.0301513671875,2.330996513366699
3000,1,0.00012383959999999963,3,128,10.481832504272461,,,,,,,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,1m,vicreg,imagenet,,,,2.0,0.3015056848526001,0.029296875,2.209815740585327
3100,1,0.00012779959999999966,3,128,11.285847663879395,,,,,,,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,1m,vicreg,imagenet,,,,2.0,0.32432693243026733,0.029052734375,2.4511117935180664
3200,1,0.0001317595999999997,3,128,11.08469009399414,,,,,,,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,1m,vicreg,imagenet,,,,2.0,0.3245874345302582,0.028076171875,2.2668795585632324
3300,1,0.00013571959999999936,3,128,10.057859420776367,,,,,,,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,1m,vicreg,imagenet,,,,2.0,0.2868296802043915,0.027099609375,2.211336135864258
3400,1,0.00013967959999999918,3,128,8.856285095214844,,,,,,,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,1m,vicreg,imagenet,,,,2.0,0.23874157667160034,0.0260009765625,2.2393083572387695
3500,1,0.0001436395999999989,3,128,9.596702575683594,,,,,,,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,1m,vicreg,imagenet,,,,2.0,0.26498422026634216,0.02490234375,2.3510029315948486
3600,1,0.00014759959999999874,3,128,9.943639755249023,,,,,,,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,1m,vicreg,imagenet,,,,2.0,0.28378796577453613,0.0255126953125,2.212222099304199
3700,1,0.0001515595999999985,3,128,9.835664749145508,,,,,,,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,1m,vicreg,imagenet,,,,2.0,0.26051366329193115,0.02294921875,2.7486045360565186
3800,1,0.00015551959999999835,3,128,8.605962753295898,,,,,,,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,1m,vicreg,imagenet,,,,2.0,0.2316545844078064,0.022216796875,2.259911060333252
3900,1,0.00015947959999999822,3,128,9.877847671508789,,,,,,,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,1m,vicreg,imagenet,,,,2.0,0.2831813097000122,0.0218505859375,2.2514402866363525
4000,1,0.00016343959999999774,3,128,8.259578704833984,,,,,,,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,1m,vicreg,imagenet,,,,2.0,0.22327306866645813,0.0206298828125,2.1621265411376953
4100,1,0.00016739959999999743,3,128,9.027548789978027,,,,,,,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,1m,vicreg,imagenet,,,,2.0,0.251991868019104,0.0201416015625,2.2238457202911377
4200,1,0.00017135959999999722,3,128,8.767690658569336,,,,,,,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,1m,vicreg,imagenet,,,,2.0,0.2440265268087387,0.019287109375,2.184605360031128
4300,1,0.00017531959999999682,3,128,11.24099063873291,,,,,,,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,1m,vicreg,imagenet,,,,2.0,0.34301242232322693,0.018798828125,2.194976806640625
4400,1,0.00017927959999999667,3,128,10.508617401123047,,,,,,,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,1m,vicreg,imagenet,,,,2.0,0.31091010570526123,0.018310546875,2.2788338661193848
4500,1,0.00018323959999999654,3,128,8.06967544555664,,,,,,,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,1m,vicreg,imagenet,,,,2.0,0.21610581874847412,0.017822265625,2.22171688079834
4600,1,0.00018719959999999628,3,128,10.019119262695312,,,,,,,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,1m,vicreg,imagenet,,,,2.0,0.2932831645011902,0.018310546875,2.230009078979492
4700,1,0.0001911595999999961,3,128,10.83807373046875,,,,,,,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,1m,vicreg,imagenet,,,,2.0,0.329010009765625,0.0185546875,2.147979736328125
4800,1,0.00019511959999999579,3,128,8.122576713562012,,,,,,,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,1m,vicreg,imagenet,,,,2.0,0.22294339537620544,0.017333984375,2.1153976917266846
4900,1,0.0001990795999999954,3,128,7.066189765930176,,,,,,,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,1m,vicreg,imagenet,,,,2.0,0.17900033295154572,0.0177001953125,2.1478219032287598
5000,1,0.00020303959999999526,3,128,10.410408020019531,,,,,,,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,1m,vicreg,imagenet,,,,2.0,0.3114967942237854,0.017333984375,2.1893935203552246
5100,1,0.00020699959999999503,3,128,8.758827209472656,,,,,,,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,1m,vicreg,imagenet,,,,2.0,0.24968832731246948,0.0166015625,2.1025567054748535
5200,1,0.00021095959999999455,3,128,8.353889465332031,,,,,,,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,1m,vicreg,imagenet,,,,2.0,0.2326602041721344,0.016845703125,2.115509271621704
5300,2,0.00021491959999999426,3,128,9.084381103515625,,,,,,,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,1m,vicreg,imagenet,,,,2.0,0.25831902027130127,0.0166015625,2.212343692779541
5400,2,0.00021887959999999408,3,128,9.667730331420898,,,,,,,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,1m,vicreg,imagenet,,,,2.0,0.2798094153404236,0.01806640625,2.221323013305664
5500,2,0.0002228395999999941,3,128,7.362841606140137,,,,,,,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,1m,vicreg,imagenet,,,,2.0,0.1960764229297638,0.0164794921875,2.048821449279785
5600,2,0.0002267995999999939,3,128,9.053470611572266,,,,,,,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,1m,vicreg,imagenet,,,,2.0,0.26377540826797485,0.01611328125,2.056741952896118
5700,2,0.00023075959999999354,3,128,8.764303207397461,,,,,,,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,1m,vicreg,imagenet,,,,2.0,0.2562825083732605,0.01458740234375,1.9920060634613037
5800,2,0.00023471959999999328,3,128,7.727412700653076,,,,,,,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,1m,vicreg,imagenet,,,,2.0,0.21435007452964783,0.01611328125,1.9663171768188477
5900,2,0.00023867959999999288,3,128,10.419898986816406,,,,,,,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,1m,vicreg,imagenet,,,,2.0,0.3149876892566681,0.01708984375,2.117471218109131
6000,2,0.00024263959999999268,3,128,8.097990989685059,,,,,,,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,1m,vicreg,imagenet,,,,2.0,0.22740939259529114,0.015625,2.0221307277679443
6100,2,0.0002465995999999924,3,128,7.9240522384643555,,,,,,,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,1m,vicreg,imagenet,,,,2.0,0.21837812662124634,0.01611328125,2.062255620956421
6200,2,0.00025055959999999237,3,128,8.810827255249023,,,,,,,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,1m,vicreg,imagenet,,,,2.0,0.25144532322883606,0.0166015625,2.1106319427490234
6300,2,0.00025451959999999216,3,128,7.867018699645996,,,,,,,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,1m,vicreg,imagenet,,,,2.0,0.21373948454856873,0.0155029296875,2.136812686920166
6400,2,0.0002584795999999917,3,128,9.34145450592041,,,,,,,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,1m,vicreg,imagenet,,,,2.0,0.2763240337371826,0.014892578125,2.0603065490722656
6500,2,0.00026243959999999164,3,128,7.9160237312316895,,,,,,,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,1m,vicreg,imagenet,,,,2.0,0.22215509414672852,0.0142822265625,2.0047245025634766
6600,2,0.0002663995999999912,3,128,8.461606979370117,,,,,,,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,1m,vicreg,imagenet,,,,2.0,0.24069610238075256,0.015380859375,2.0594382286071777
6700,2,0.00027035959999999106,3,128,8.400485038757324,,,,,,,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,1m,vicreg,imagenet,,,,2.0,0.24058520793914795,0.014892578125,2.012807607650757
6800,2,0.0002743195999999908,3,128,9.570242881774902,,,,,,,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,1m,vicreg,imagenet,,,,2.0,0.28645557165145874,0.0145263671875,2.045572519302368
6900,2,0.0002782795999999907,3,128,9.50223159790039,,,,,,,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,1m,vicreg,imagenet,,,,2.0,0.2839997708797455,0.014892578125,2.0291905403137207
7000,2,0.00028223959999999033,3,128,8.166431427001953,,,,,,,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,1m,vicreg,imagenet,,,,2.0,0.2312750518321991,0.0147705078125,2.0154151916503906
7100,2,0.0002861995999999898,3,128,9.655426025390625,,,,,,,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,1m,vicreg,imagenet,,,,2.0,0.29470598697662354,0.01416015625,1.9342607259750366
7200,2,0.00029015959999998954,3,128,8.056544303894043,,,,,,,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,1m,vicreg,imagenet,,,,2.0,0.20872178673744202,0.01519775390625,2.4576404094696045
7300,2,0.0002941195999999894,3,128,8.305222511291504,,,,,,,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,1m,vicreg,imagenet,,,,2.0,0.23990300297737122,0.0137939453125,1.9619441032409668
7400,2,0.00029807959999998874,3,128,7.426586151123047,,,,,,,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,1m,vicreg,imagenet,,,,2.0,0.20149825513362885,0.0130615234375,2.062957525253296
7500,2,0.00030203959999998816,3,128,7.362037658691406,,,,,,,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,1m,vicreg,imagenet,,,,2.0,0.20255616307258606,0.0130615234375,1.971961498260498
7600,2,0.00030599959999998757,3,128,8.502318382263184,,,,,,,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,1m,vicreg,imagenet,,,,2.0,0.24634262919425964,0.01318359375,2.013674736022949
7700,2,0.0003099595999999868,3,128,6.861456394195557,,,,,,,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,1m,vicreg,imagenet,,,,2.0,0.18427056074142456,0.01300048828125,1.930473804473877
7800,2,0.0003139195999999862,3,128,8.59312629699707,,,,,,,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,1m,vicreg,imagenet,,,,2.0,0.25014442205429077,0.016357421875,1.931312084197998
7900,3,0.0003178795999999855,3,128,7.205781936645508,,,,,,,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,1m,vicreg,imagenet,,,,2.0,0.193847194314003,0.0125732421875,2.0451488494873047
8000,3,0.000321839599999985,3,128,8.914641380310059,,,,,,,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,1m,vicreg,imagenet,,,,2.0,0.2685976028442383,0.0133056640625,1.8676698207855225
8100,3,0.0003257995999999847,3,128,8.666123390197754,,,,,,,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,1m,vicreg,imagenet,,,,2.0,0.2505018711090088,0.01416015625,2.0500614643096924
8200,3,0.00032975959999998416,3,128,7.408081531524658,,,,,,,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,1m,vicreg,imagenet,,,,2.0,0.20934730768203735,0.01324462890625,1.8423675298690796
8300,3,0.0003337195999999837,3,128,7.634307861328125,,,,,,,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,1m,vicreg,imagenet,,,,2.0,0.21711179614067078,0.0142822265625,1.8490912914276123
8400,3,0.0003376795999999835,3,128,7.8438005447387695,,,,,,,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,1m,vicreg,imagenet,,,,2.0,0.21986520290374756,0.0140380859375,1.995607852935791
8500,3,0.0003416395999999833,3,128,7.266386985778809,,,,,,,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,1m,vicreg,imagenet,,,,2.0,0.20087316632270813,0.01446533203125,1.8832294940948486
8600,3,0.00034559959999998306,3,128,9.433918952941895,,,,,,,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,1m,vicreg,imagenet,,,,2.0,0.28495848178863525,0.013916015625,1.9623007774353027
8700,3,0.00034955959999998263,3,128,7.204011917114258,,,,,,,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,1m,vicreg,imagenet,,,,2.0,0.20257312059402466,0.01171875,1.846714735031128
8800,3,0.0003535195999999821,3,128,8.683497428894043,,,,,,,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,1m,vicreg,imagenet,,,,2.0,0.2534602880477905,0.012939453125,2.022771120071411
8900,3,0.00035747959999998184,3,128,8.731090545654297,,,,,,,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,1m,vicreg,imagenet,,,,2.0,0.2599908113479614,0.013916015625,1.8836640119552612
9000,3,0.00036143959999998163,3,128,8.27846908569336,,,,,,,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,1m,vicreg,imagenet,,,,2.0,0.24091923236846924,0.0145263671875,1.8922069072723389
9100,3,0.0003653995999999812,3,128,7.142333984375,,,,,,,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,1m,vicreg,imagenet,,,,2.0,0.1928846836090088,0.0123291015625,2.0116233825683594
9200,3,0.0003693595999999805,3,128,9.0144624710083,,,,,,,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,1m,vicreg,imagenet,,,,2.0,0.2669927477836609,0.0128173828125,2.019331455230713
9300,3,0.00037331959999997933,3,128,8.158363342285156,,,,,,,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,1m,vicreg,imagenet,,,,2.0,0.23687487840652466,0.01220703125,1.9318041801452637
9400,3,0.0003772795999999783,3,128,7.216449737548828,,,,,,,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,1m,vicreg,imagenet,,,,2.0,0.2032991349697113,0.01495361328125,1.7609243392944336
9500,3,0.0003812395999999781,3,128,8.403882026672363,,,,,,,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,1m,vicreg,imagenet,,,,2.0,0.24478906393051147,0.0123291015625,1.9755618572235107
9600,3,0.00038519959999997806,3,128,8.364583969116211,,,,,,,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,1m,vicreg,imagenet,,,,2.0,0.24346865713596344,0.01239013671875,1.9673199653625488
9700,3,0.00038915959999997747,3,128,7.7095232009887695,,,,,,,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,1m,vicreg,imagenet,,,,2.0,0.22302749752998352,0.01275634765625,1.8154761791229248
9800,3,0.0003931195999999769,3,128,7.056679725646973,,,,,,,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,1m,vicreg,imagenet,,,,2.0,0.19245389103889465,0.012939453125,1.9211132526397705
9900,3,0.000397079599999977,3,128,8.403881072998047,,,,,,,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,1m,vicreg,imagenet,,,,2.0,0.24727341532707214,0.01220703125,1.9173588752746582
10000,3,0.00040103959999997647,3,128,6.193776607513428,,,,,,,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,1m,vicreg,imagenet,,,,2.0,0.1599854677915573,0.01202392578125,1.893358826637268
10100,3,0.00040499959999997626,3,128,9.27021312713623,,,,,,,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,1m,vicreg,imagenet,,,,2.0,0.285286545753479,0.01153564453125,1.8489868640899658
10200,3,0.00040895959999997584,3,128,8.498520851135254,,,,,,,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,1m,vicreg,imagenet,,,,2.0,0.25077658891677856,0.01275634765625,1.9107462167739868
10300,3,0.0004129195999999751,3,128,8.048831939697266,,,,,,,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,1m,vicreg,imagenet,,,,2.0,0.2327091097831726,0.0125732421875,1.9166510105133057
10400,3,0.0004168795999999747,3,128,7.845205307006836,,,,,,,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,1m,vicreg,imagenet,,,,2.0,0.22414858639240265,0.01202392578125,1.9407098293304443
10500,4,0.00042083959999997456,3,128,7.518266677856445,,,,,,,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,1m,vicreg,imagenet,,,,2.0,0.21013998985290527,0.01104736328125,1.989376187324524
10600,4,0.000424799599999974,3,128,7.742428302764893,,,,,,,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,1m,vicreg,imagenet,,,,2.0,0.22034361958503723,0.01104736328125,1.9584468603134155
10700,4,0.00042875959999997404,3,128,7.639083385467529,,,,,,,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,1m,vicreg,imagenet,,,,2.0,0.22162435948848724,0.01385498046875,1.7527713775634766
10800,4,0.0004327195999999736,3,128,6.153434753417969,,,,,,,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,1m,vicreg,imagenet,,,,2.0,0.16224858164787292,0.01171875,1.8042516708374023
10900,4,0.00043667959999997254,3,128,8.186280250549316,,,,,,,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,1m,vicreg,imagenet,,,,2.0,0.23931722342967987,0.01129150390625,1.9201464653015137
11000,4,0.0004406395999999721,3,128,6.989625930786133,,,,,,,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,1m,vicreg,imagenet,,,,2.0,0.19365912675857544,0.01202392578125,1.8473660945892334
11100,4,0.00044459959999997186,3,128,8.457037925720215,,,,,,,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,1m,vicreg,imagenet,,,,2.0,0.2478378415107727,0.01141357421875,1.9759358167648315
11200,4,0.00044855959999997176,3,128,8.453312873840332,,,,,,,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,1m,vicreg,imagenet,,,,2.0,0.2508911192417145,0.01214599609375,1.8783009052276611
11300,4,0.000452519599999972,3,128,9.945783615112305,,,,,,,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,1m,vicreg,imagenet,,,,2.0,0.3163387179374695,0.0111083984375,1.759972095489502
11400,4,0.0004564795999999721,3,128,7.901074409484863,,,,,,,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,1m,vicreg,imagenet,,,,2.0,0.23184040188789368,0.01153564453125,1.8160017728805542
11500,4,0.000460439599999972,3,128,8.767197608947754,,,,,,,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,1m,vicreg,imagenet,,,,2.0,0.26886022090911865,0.01171875,1.7527233362197876
11600,4,0.00046439959999997174,3,128,8.118435859680176,,,,,,,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,1m,vicreg,imagenet,,,,2.0,0.24134118854999542,0.01080322265625,1.815374493598938
11700,4,0.00046835959999997126,3,128,6.731600284576416,,,,,,,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,1m,vicreg,imagenet,,,,2.0,0.1783091127872467,0.01092529296875,2.0004348754882812
11800,4,0.0004723195999999719,3,128,7.220341682434082,,,,,,,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,1m,vicreg,imagenet,,,,2.0,0.20484718680381775,0.00994873046875,1.8501389026641846
11900,4,0.0004762795999999715,3,128,7.3706583976745605,,,,,,,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,1m,vicreg,imagenet,,,,2.0,0.215282142162323,0.0111083984375,1.71126127243042
12000,4,0.0004802395999999717,3,128,6.563894748687744,,,,,,,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,1m,vicreg,imagenet,,,,2.0,0.18406590819358826,0.010009765625,1.7122468948364258
12100,4,0.00048419959999997125,3,128,7.262663841247559,,,,,,,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,1m,vicreg,imagenet,,,,2.0,0.2102411985397339,0.010498046875,1.7449150085449219
12200,4,0.0004881595999999707,3,128,6.200169563293457,,,,,,,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,1m,vicreg,imagenet,,,,2.0,0.16562098264694214,0.01123046875,1.778395175933838
12300,4,0.0004921195999999699,3,128,8.011480331420898,,,,,,,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,1m,vicreg,imagenet,,,,2.0,0.23679682612419128,0.012451171875,1.7810128927230835
12400,4,0.0004960795999999694,3,128,7.8106489181518555,,,,,,,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,1m,vicreg,imagenet,,,,2.0,0.2289528250694275,0.010498046875,1.8251094818115234
12500,4,0.0004999999991235791,3,128,8.006132125854492,,,,,,,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,1m,vicreg,imagenet,,,,2.0,0.23973743617534637,0.01116943359375,1.7333996295928955
12600,4,0.000499991059684037,3,128,7.992539882659912,,,,,,,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,1m,vicreg,imagenet,,,,2.0,0.22009576857089996,0.01171875,2.197176933288574
12700,4,0.0004999645925570581,3,128,9.667774200439453,,,,,,,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,1m,vicreg,imagenet,,,,2.0,0.30322298407554626,0.01092529296875,1.8137619495391846
12800,4,0.0004999205996001967,3,128,7.390353679656982,,,,,,,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,1m,vicreg,imagenet,,,,2.0,0.21674922108650208,0.0098876953125,1.7245527505874634
12900,4,0.0004998590839010295,3,128,7.902565956115723,,,,,,,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,1m,vicreg,imagenet,,,,2.0,0.235203355550766,0.010498046875,1.7607632875442505
13000,4,0.00049978004977694,3,128,7.952665328979492,,,,,,,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,1m,vicreg,imagenet,,,,2.0,0.23785962164402008,0.0103759765625,1.7464091777801514
13100,5,0.0004996835027748158,3,128,6.294085502624512,,,,,,,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,1m,vicreg,imagenet,,,,2.0,0.17032164335250854,0.01007080078125,1.7840914726257324
13200,5,0.0004995694496706574,3,128,6.4202680587768555,,,,,,,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,1m,vicreg,imagenet,,,,2.0,0.17786449193954468,0.01007080078125,1.7217023372650146
13300,5,0.0004994378984691047,3,128,6.95918083190918,,,,,,,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,1m,vicreg,imagenet,,,,2.0,0.20310929417610168,0.009765625,1.6373074054718018
13400,5,0.0004992888584028738,3,128,7.849452018737793,,,,,,,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,1m,vicreg,imagenet,,,,2.0,0.23476234078407288,0.0106201171875,1.7147681713104248
13500,5,0.0004991223399321102,3,128,7.484223365783691,,,,,,,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,1m,vicreg,imagenet,,,,2.0,0.22208616137504578,0.01080322265625,1.6625382900238037
13600,5,0.0004989383547436532,3,128,6.955699443817139,,,,,,,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,1m,vicreg,imagenet,,,,2.0,0.2000623196363449,0.0101318359375,1.7002354860305786
13700,5,0.0004987369157502165,3,128,8.557964324951172,,,,,,,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,1m,vicreg,imagenet,,,,2.0,0.26370614767074585,0.0120849609375,1.66257643699646
13800,5,0.0004985180370894827,3,128,7.8412017822265625,,,,,,,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,1m,vicreg,imagenet,,,,2.0,0.23785406351089478,0.0093994140625,1.659498929977417
13900,5,0.0004982817341231088,3,128,8.054132461547852,,,,,,,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,1m,vicreg,imagenet,,,,2.0,0.24331635236740112,0.009765625,1.727083683013916
14000,5,0.0004980280234356511,3,128,7.3544487953186035,,,,,,,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,1m,vicreg,imagenet,,,,2.0,0.21824327111244202,0.00994873046875,1.649343490600586
14100,5,0.0004977569228333998,3,128,7.9988226890563965,,,,,,,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,1m,vicreg,imagenet,,,,2.0,0.22215792536735535,0.00927734375,2.2124528884887695
14200,5,0.0004974684513431281,3,128,7.486793518066406,,,,,,,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,1m,vicreg,imagenet,,,,2.0,0.2230229526758194,0.010498046875,1.649501085281372
14300,5,0.000497162629210758,3,128,6.471365928649902,,,,,,,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,1m,vicreg,imagenet,,,,2.0,0.17691829800605774,0.0123291015625,1.7398145198822021
14400,5,0.0004968394778999407,3,128,5.969189643859863,,,,,,,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,1m,vicreg,imagenet,,,,2.0,0.16269448399543762,0.0086669921875,1.685030460357666
14500,5,0.0004964990200905466,3,128,7.240671634674072,,,,,,,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,1m,vicreg,imagenet,,,,2.0,0.21488884091377258,0.01007080078125,1.6164976358413696
14600,5,0.0004961412796770781,3,128,7.104474067687988,,,,,,,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,1m,vicreg,imagenet,,,,2.0,0.21102051436901093,0.00872802734375,1.6111876964569092
14700,5,0.0004957662817669899,3,128,8.367766380310059,,,,,,,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,1m,vicreg,imagenet,,,,2.0,0.26278039813041687,0.01055908203125,1.5345845222473145
14800,5,0.0004953740526789238,3,128,7.914730072021484,,,,,,,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,1m,vicreg,imagenet,,,,2.0,0.23649388551712036,0.01336669921875,1.668398141860962
14900,5,0.0004949646199408699,3,128,7.125014781951904,,,,,,,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,1m,vicreg,imagenet,,,,2.0,0.20070841908454895,0.01025390625,1.8514448404312134
15000,5,0.0004945380122882255,3,128,8.478775978088379,,,,,,,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,1m,vicreg,imagenet,,,,2.0,0.2634585499763489,0.0089111328125,1.669655442237854
15100,5,0.0004940942596617859,3,128,6.120913982391357,,,,,,,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,1m,vicreg,imagenet,,,,2.0,0.17554539442062378,0.00830078125,1.5252480506896973
15200,5,0.000493633393205638,3,128,8.191117286682129,,,,,,,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,1m,vicreg,imagenet,,,,2.0,0.25459957122802734,0.008056640625,1.6249561309814453
