step,epoch,lr,world_size,bs,loss,sim,sigreg,V,run_name,scale,objective,init,reg,ep_partial,bhep
15000,5,0.0004945380122882255,1,384,0.006457008421421051,0.0004641218692995608,,2,geometry-fixedcompute-1m-eppartial-imagenet-50ksteps,1m,eppartial,imagenet,0.1203218549489975,0.1203218549489975,
15100,5,0.0004940942596617859,1,384,0.006590987555682659,0.00045355362817645073,,2,geometry-fixedcompute-1m-eppartial-imagenet-50ksteps,1m,eppartial,imagenet,0.12320223450660706,0.12320223450660706,
15200,5,0.000493633393205638,1,384,0.0066338288597762585,0.0005044601275585592,,2,geometry-fixedcompute-1m-eppartial-imagenet-50ksteps,1m,eppartial,imagenet,0.12309183180332184,0.12309183180332184,
15300,5,0.000493155445264977,1,384,0.006588601507246494,0.000691278139129281,,2,geometry-fixedcompute-1m-eppartial-imagenet-50ksteps,1m,eppartial,imagenet,0.11863774806261063,0.11863774806261063,
15400,5,0.0004926604493838346,1,384,0.006626727059483528,0.000640080135781318,,2,geometry-fixedcompute-1m-eppartial-imagenet-50ksteps,1m,eppartial,imagenet,0.12037301063537598,0.12037301063537598,
15500,5,0.0004921484403027254,1,384,0.006689253728836775,0.000672809430398047,,2,geometry-fixedcompute-1m-eppartial-imagenet-50ksteps,1m,eppartial,imagenet,0.12100169062614441,0.12100169062614441,
15600,5,0.0004916194539562103,1,384,0.006721144076436758,0.0006326263537630439,,2,geometry-fixedcompute-1m-eppartial-imagenet-50ksteps,1m,eppartial,imagenet,0.12240298092365265,0.12240298092365265,
15700,6,0.0004910735274703725,1,384,0.0064881183207035065,0.00039458187529817224,,2,geometry-fixedcompute-1m-eppartial-imagenet-50ksteps,1m,eppartial,imagenet,0.12226530909538269,0.12226530909538269,
15800,6,0.0004905106991602119,1,384,0.0071136560291051865,0.00095316709484905,,2,geometry-fixedcompute-1m-eppartial-imagenet-50ksteps,1m,eppartial,imagenet,0.1241629496216774,0.1241629496216774,
15900,6,0.0004899310085269574,1,384,0.006640929728746414,0.000558519153855741,,2,geometry-fixedcompute-1m-eppartial-imagenet-50ksteps,1m,eppartial,imagenet,0.12220673263072968,0.12220673263072968,
16000,6,0.0004893344962552931,1,384,0.006558661814779043,0.0006854065577499568,,2,geometry-fixedcompute-1m-eppartial-imagenet-50ksteps,1m,eppartial,imagenet,0.11815051734447479,0.11815051734447479,
16100,6,0.0004887212042105043,1,384,0.00692208344116807,0.0008390189032070339,,2,geometry-fixedcompute-1m-eppartial-imagenet-50ksteps,1m,eppartial,imagenet,0.12250030785799026,0.12250030785799026,
16200,6,0.0004880911754355366,1,384,0.00678553432226181,0.0007587514701299369,,2,geometry-fixedcompute-1m-eppartial-imagenet-50ksteps,1m,eppartial,imagenet,0.12129440903663635,0.12129440903663635,
16300,6,0.00048744445414798296,1,384,0.007159823086112738,0.0009641302167437971,,2,geometry-fixedcompute-1m-eppartial-imagenet-50ksteps,1m,eppartial,imagenet,0.12487798929214478,0.12487798929214478,
16400,6,0.0004867810857369673,1,384,0.007260438986122608,0.0012462991289794445,,2,geometry-fixedcompute-1m-eppartial-imagenet-50ksteps,1m,eppartial,imagenet,0.12152908742427826,0.12152908742427826,
16500,6,0.0004861011167599691,1,384,0.006230078171938658,0.00031827425118535757,,2,geometry-fixedcompute-1m-eppartial-imagenet-50ksteps,1m,eppartial,imagenet,0.11855435371398926,0.11855435371398926,
16600,6,0.00048540459493955193,1,384,0.006857654079794884,0.0009717136854305863,,2,geometry-fixedcompute-1m-eppartial-imagenet-50ksteps,1m,eppartial,imagenet,0.11869052052497864,0.11869052052497864,
16700,6,0.0004846915691600154,1,384,0.00721729127690196,0.0011866819113492966,,2,geometry-fixedcompute-1m-eppartial-imagenet-50ksteps,1m,eppartial,imagenet,0.12179886549711227,0.12179886549711227,
16800,6,0.0004839620894639634,1,384,0.007017587311565876,0.0011378445196896791,,2,geometry-fixedcompute-1m-eppartial-imagenet-50ksteps,1m,eppartial,imagenet,0.11873270571231842,0.11873270571231842,
16900,6,0.0004832162070487937,1,384,0.0067569054663181305,0.0007238155230879784,,2,geometry-fixedcompute-1m-eppartial-imagenet-50ksteps,1m,eppartial,imagenet,0.1213856115937233,0.1213856115937233,
17000,6,0.00048245397426310144,1,384,0.007146249059587717,0.000987448962405324,,2,geometry-fixedcompute-1m-eppartial-imagenet-50ksteps,1m,eppartial,imagenet,0.12416344881057739,0.12416344881057739,
17100,6,0.00048167544460300815,1,384,0.006984716281294823,0.0009462080779485404,,2,geometry-fixedcompute-1m-eppartial-imagenet-50ksteps,1m,eppartial,imagenet,0.12171637266874313,0.12171637266874313,
17200,6,0.000480880672708406,1,384,0.007655112072825432,0.0016694895457476377,,2,geometry-fixedcompute-1m-eppartial-imagenet-50ksteps,1m,eppartial,imagenet,0.12138194590806961,0.12138194590806961,
17300,6,0.0004800697143591227,1,384,0.0075843133963644505,0.0015933094546198845,,2,geometry-fixedcompute-1m-eppartial-imagenet-50ksteps,1m,eppartial,imagenet,0.12141338735818863,0.12141338735818863,
17400,6,0.00047924262647100767,1,384,0.0068611521273851395,0.0009290403686463833,,2,geometry-fixedcompute-1m-eppartial-imagenet-50ksteps,1m,eppartial,imagenet,0.1195712760090828,0.1195712760090828,
17500,6,0.00047839946709193616,1,384,0.0064029935747385025,0.0005230169044807553,,2,geometry-fixedcompute-1m-eppartial-imagenet-50ksteps,1m,eppartial,imagenet,0.11812254786491394,0.11812254786491394,
17600,6,0.00047754029539773707,1,384,0.006647998467087746,0.0006374332006089389,,2,geometry-fixedcompute-1m-eppartial-imagenet-50ksteps,1m,eppartial,imagenet,0.12084874510765076,0.12084874510765076,
17700,6,0.00047666517168803757,1,384,0.006475443951785564,0.0005927031161263585,,2,geometry-fixedcompute-1m-eppartial-imagenet-50ksteps,1m,eppartial,imagenet,0.11824751645326614,0.11824751645326614,
17800,6,0.0004757741573820327,1,384,0.007005244493484497,0.0009995115688070655,,2,geometry-fixedcompute-1m-eppartial-imagenet-50ksteps,1m,eppartial,imagenet,0.12111417204141617,0.12111417204141617,
17900,6,0.00047486731501417427,1,384,0.006871914491057396,0.0010588436853140593,,2,geometry-fixedcompute-1m-eppartial-imagenet-50ksteps,1m,eppartial,imagenet,0.11732025444507599,0.11732025444507599,
18000,6,0.00047394470822978196,1,384,0.00714205764234066,0.001249918481335044,,2,geometry-fixedcompute-1m-eppartial-imagenet-50ksteps,1m,eppartial,imagenet,0.11909270286560059,0.11909270286560059,
18100,6,0.00047300640178057646,1,384,0.006568522192537785,0.0006261909729801118,,2,geometry-fixedcompute-1m-eppartial-imagenet-50ksteps,1m,eppartial,imagenet,0.11947281658649445,0.11947281658649445,
18200,6,0.0004720524615201351,1,384,0.00720240268856287,0.0012495496775954962,,2,geometry-fixedcompute-1m-eppartial-imagenet-50ksteps,1m,eppartial,imagenet,0.12030661106109619,0.12030661106109619,
18300,7,0.0004710829543992701,1,384,0.006520628929138184,0.0005845647538080812,,2,geometry-fixedcompute-1m-eppartial-imagenet-50ksteps,1m,eppartial,imagenet,0.11930584907531738,0.11930584907531738,
18400,7,0.0004700979484613289,1,384,0.006963121704757214,0.0010030379053205252,,2,geometry-fixedcompute-1m-eppartial-imagenet-50ksteps,1m,eppartial,imagenet,0.12020471692085266,0.12020471692085266,
18500,7,0.0004690975128374195,1,384,0.00684347003698349,0.0009639580966904759,,2,geometry-fixedcompute-1m-eppartial-imagenet-50ksteps,1m,eppartial,imagenet,0.11855419725179672,0.11855419725179672,
18600,7,0.00046808171774155875,1,384,0.006872906349599361,0.0010599893284961581,,2,geometry-fixedcompute-1m-eppartial-imagenet-50ksteps,1m,eppartial,imagenet,0.11731833219528198,0.11731833219528198,
18700,7,0.0004670506344657437,1,384,0.006550622172653675,0.0005453611956909299,,2,geometry-fixedcompute-1m-eppartial-imagenet-50ksteps,1m,eppartial,imagenet,0.12065057456493378,0.12065057456493378,
18800,7,0.0004660043353749491,1,384,0.007201998960226774,0.001225828193128109,,2,geometry-fixedcompute-1m-eppartial-imagenet-50ksteps,1m,eppartial,imagenet,0.12074923515319824,0.12074923515319824,
18900,7,0.00046494289390204747,1,384,0.006580627989023924,0.0007585934363305569,,2,geometry-fixedcompute-1m-eppartial-imagenet-50ksteps,1m,eppartial,imagenet,0.11719927936792374,0.11719927936792374,
19000,7,0.0004638663845426557,1,384,0.006547263823449612,0.0005376774352043867,,2,geometry-fixedcompute-1m-eppartial-imagenet-50ksteps,1m,eppartial,imagenet,0.12072940170764923,0.12072940170764923,
19100,7,0.0004627748828499074,1,384,0.0067751444876194,0.0007848800159990788,,2,geometry-fixedcompute-1m-eppartial-imagenet-50ksteps,1m,eppartial,imagenet,0.12059016525745392,0.12059016525745392,
19200,7,0.000461668465429149,1,384,0.0066421376541256905,0.000652932096272707,,2,geometry-fixedcompute-1m-eppartial-imagenet-50ksteps,1m,eppartial,imagenet,0.12043704092502594,0.12043704092502594,
19300,7,0.0004605472099325649,1,384,0.007205118890851736,0.0012692171148955822,,2,geometry-fixedcompute-1m-eppartial-imagenet-50ksteps,1m,eppartial,imagenet,0.11998724937438965,0.11998724937438965,
19400,7,0.00045941119505372654,1,384,0.007329406216740608,0.0013233707286417484,,2,geometry-fixedcompute-1m-eppartial-imagenet-50ksteps,1m,eppartial,imagenet,0.12144407629966736,0.12144407629966736,
19500,7,0.0004582605005220694,1,384,0.006874649319797754,0.0007737125270068645,,2,geometry-fixedcompute-1m-eppartial-imagenet-50ksteps,1m,eppartial,imagenet,0.12279245257377625,0.12279245257377625,
19600,7,0.0004570952070972972,1,384,0.006311674136668444,0.0005959800910204649,,2,geometry-fixedcompute-1m-eppartial-imagenet-50ksteps,1m,eppartial,imagenet,0.11490985751152039,0.11490985751152039,
19700,7,0.0004559153965637145,1,384,0.006317416671663523,0.00047713282401673496,,2,geometry-fixedcompute-1m-eppartial-imagenet-50ksteps,1m,eppartial,imagenet,0.11728280782699585,0.11728280782699585,
19800,7,0.0004547211517244872,1,384,0.006642202381044626,0.0007374064298346639,,2,geometry-fixedcompute-1m-eppartial-imagenet-50ksteps,1m,eppartial,imagenet,0.11883331835269928,0.11883331835269928,
19900,7,0.00045351255639583006,1,384,0.006429777946323156,0.0006430695066228509,,2,geometry-fixedcompute-1m-eppartial-imagenet-50ksteps,1m,eppartial,imagenet,0.11637723445892334,0.11637723445892334,
20000,7,0.0004522896954011244,1,384,0.006153981201350689,0.0004249298945069313,,2,geometry-fixedcompute-1m-eppartial-imagenet-50ksteps,1m,eppartial,imagenet,0.11500594764947891,0.11500594764947891,
20100,7,0.0004510526545649648,1,384,0.006596832536160946,0.000916895573027432,,2,geometry-fixedcompute-1m-eppartial-imagenet-50ksteps,1m,eppartial,imagenet,0.11451563239097595,0.11451563239097595,
20200,7,0.00044980152070713615,1,384,0.0063802027143538,0.0006303347181528807,,2,geometry-fixedcompute-1m-eppartial-imagenet-50ksteps,1m,eppartial,imagenet,0.11562769114971161,0.11562769114971161,
20300,7,0.0004485363816365206,1,384,0.008169010281562805,0.002342717722058296,,2,geometry-fixedcompute-1m-eppartial-imagenet-50ksteps,1m,eppartial,imagenet,0.11886857450008392,0.11886857450008392,
20400,7,0.0004472573261449342,1,384,0.006547866389155388,0.0008258875459432602,,2,geometry-fixedcompute-1m-eppartial-imagenet-50ksteps,1m,eppartial,imagenet,0.11526545882225037,0.11526545882225037,
20500,7,0.00044596444400089554,1,384,0.006820882670581341,0.0011928454041481018,,2,geometry-fixedcompute-1m-eppartial-imagenet-50ksteps,1m,eppartial,imagenet,0.11375358700752258,0.11375358700752258,
20600,7,0.0004446578259433245,1,384,0.006252629216760397,0.00048229965614154935,,2,geometry-fixedcompute-1m-eppartial-imagenet-50ksteps,1m,eppartial,imagenet,0.11588889360427856,0.11588889360427856,
20700,7,0.0004433375636751747,1,384,0.0067555042915046215,0.0009229725110344589,,2,geometry-fixedcompute-1m-eppartial-imagenet-50ksteps,1m,eppartial,imagenet,0.11757360398769379,0.11757360398769379,
20800,7,0.0004420037498569983,1,384,0.006753143854439259,0.0009750923491083086,,2,geometry-fixedcompute-1m-eppartial-imagenet-50ksteps,1m,eppartial,imagenet,0.11653612554073334,0.11653612554073334,
20900,8,0.0004406564781004411,1,384,0.007156563922762871,0.0013639837270602584,,2,geometry-fixedcompute-1m-eppartial-imagenet-50ksteps,1m,eppartial,imagenet,0.1172155886888504,0.1172155886888504,
21000,8,0.000439295842961674,1,384,0.006819206289947033,0.0010792476823553443,,2,geometry-fixedcompute-1m-eppartial-imagenet-50ksteps,1m,eppartial,imagenet,0.11587841808795929,0.11587841808795929,
21100,8,0.00043792193993475587,1,384,0.006921581923961639,0.0012264176039025187,,2,geometry-fixedcompute-1m-eppartial-imagenet-50ksteps,1m,eppartial,imagenet,0.11512970179319382,0.11512970179319382,
21200,8,0.0004365348654449318,1,384,0.0069022467359900475,0.0011634689290076494,,2,geometry-fixedcompute-1m-eppartial-imagenet-50ksteps,1m,eppartial,imagenet,0.11593902111053467,0.11593902111053467,
21300,8,0.0004351347168418642,1,384,0.006699944846332073,0.0011143750743940473,,2,geometry-fixedcompute-1m-eppartial-imagenet-50ksteps,1m,eppartial,imagenet,0.11282576620578766,0.11282576620578766,
21400,8,0.000433721592392804,1,384,0.006536891683936119,0.0010687806643545628,,2,geometry-fixedcompute-1m-eppartial-imagenet-50ksteps,1m,eppartial,imagenet,0.1104310005903244,0.1104310005903244,
21500,8,0.00043229559127568956,1,384,0.00628552446141839,0.0007101914379745722,,2,geometry-fixedcompute-1m-eppartial-imagenet-50ksteps,1m,eppartial,imagenet,0.11221685260534286,0.11221685260534286,
21600,8,0.0004308568135721894,1,384,0.006321743130683899,0.0007071852451190352,,2,geometry-fixedcompute-1m-eppartial-imagenet-50ksteps,1m,eppartial,imagenet,0.1129983440041542,0.1129983440041542,
21700,8,0.0004294053602606763,1,384,0.007050391752272844,0.001499817706644535,,2,geometry-fixedcompute-1m-eppartial-imagenet-50ksteps,1m,eppartial,imagenet,0.1125112995505333,0.1125112995505333,
21800,8,0.0004279413332091415,1,384,0.006293655838817358,0.0005066566518507898,,2,geometry-fixedcompute-1m-eppartial-imagenet-50ksteps,1m,eppartial,imagenet,0.11624664068222046,0.11624664068222046,
21900,8,0.000426464835168044,1,384,0.006726901046931744,0.0009419800480827689,,2,geometry-fixedcompute-1m-eppartial-imagenet-50ksteps,1m,eppartial,imagenet,0.11664040386676788,0.11664040386676788,
22000,8,0.0004249759697630992,1,384,0.006575589068233967,0.0008309662225656211,,2,geometry-fixedcompute-1m-eppartial-imagenet-50ksteps,1m,eppartial,imagenet,0.11572342365980148,0.11572342365980148,
22100,8,0.0004234748414880087,1,384,0.005899157375097275,0.0002791064034681767,,2,geometry-fixedcompute-1m-eppartial-imagenet-50ksteps,1m,eppartial,imagenet,0.11268012225627899,0.11268012225627899,
22200,8,0.0004219615556971227,1,384,0.006210951134562492,0.0005616622511297464,,2,geometry-fixedcompute-1m-eppartial-imagenet-50ksteps,1m,eppartial,imagenet,0.1135474294424057,0.1135474294424057,
22300,8,0.0004204362185980483,1,384,0.007061497308313847,0.0012753568589687347,,2,geometry-fixedcompute-1m-eppartial-imagenet-50ksteps,1m,eppartial,imagenet,0.11699816584587097,0.11699816584587097,
22400,8,0.00041889893724419514,1,384,0.007169030606746674,0.0014850636944174767,,2,geometry-fixedcompute-1m-eppartial-imagenet-50ksteps,1m,eppartial,imagenet,0.1151643916964531,0.1151643916964531,
22500,8,0.00041734981952726145,1,384,0.006265534553676844,0.00046792798093520105,,2,geometry-fixedcompute-1m-eppartial-imagenet-50ksteps,1m,eppartial,imagenet,0.11642006039619446,0.11642006039619446,
22600,8,0.0004157889741696617,1,384,0.00629371777176857,0.0006933164549991488,,2,geometry-fixedcompute-1m-eppartial-imagenet-50ksteps,1m,eppartial,imagenet,0.11270134896039963,0.11270134896039963,
22700,8,0.00041421651071689767,1,384,0.006732586305588484,0.0009364765137434006,,2,geometry-fixedcompute-1m-eppartial-imagenet-50ksteps,1m,eppartial,imagenet,0.11685866862535477,0.11685866862535477,
22800,8,0.00041263253952986877,1,384,0.006047617178410292,0.0005771679570898414,,2,geometry-fixedcompute-1m-eppartial-imagenet-50ksteps,1m,eppartial,imagenet,0.10998614877462387,0.10998614877462387,
22900,8,0.00041103717177712627,1,384,0.0064702220261096954,0.0008086292073130608,,2,geometry-fixedcompute-1m-eppartial-imagenet-50ksteps,1m,eppartial,imagenet,0.11404048651456833,0.11404048651456833,
23000,8,0.00040943051942707206,1,384,0.006399468053132296,0.000608060450758785,,2,geometry-fixedcompute-1m-eppartial-imagenet-50ksteps,1m,eppartial,imagenet,0.11643620580434799,0.11643620580434799,
23100,8,0.0004078126952400997,1,384,0.006525150500237942,0.0009155750158242881,,2,geometry-fixedcompute-1m-eppartial-imagenet-50ksteps,1m,eppartial,imagenet,0.11310708522796631,0.11310708522796631,
23200,8,0.0004061838127606807,1,384,0.006407736334949732,0.0007343519246205688,,2,geometry-fixedcompute-1m-eppartial-imagenet-50ksteps,1m,eppartial,imagenet,0.11420204490423203,0.11420204490423203,
23300,8,0.0004045439863093963,1,384,0.006941580213606358,0.00121246837079525,,2,geometry-fixedcompute-1m-eppartial-imagenet-50ksteps,1m,eppartial,imagenet,0.11579470336437225,0.11579470336437225,
23400,8,0.0004028933309749125,1,384,0.00672186678275466,0.0008460736717097461,,2,geometry-fixedcompute-1m-eppartial-imagenet-50ksteps,1m,eppartial,imagenet,0.1183619350194931,0.1183619350194931,
23500,9,0.0004012319626059038,1,384,0.007390275597572327,0.0018063669558614492,,2,geometry-fixedcompute-1m-eppartial-imagenet-50ksteps,1m,eppartial,imagenet,0.11348453909158707,0.11348453909158707,
23600,9,0.00039955999780292277,1,384,0.006460107862949371,0.0008051492040976882,,2,geometry-fixedcompute-1m-eppartial-imagenet-50ksteps,1m,eppartial,imagenet,0.11390431225299835,0.11390431225299835,
23700,9,0.0003978775539102158,1,384,0.0062796552665531635,0.0007938574999570847,,2,geometry-fixedcompute-1m-eppartial-imagenet-50ksteps,1m,eppartial,imagenet,0.11050981283187866,0.11050981283187866,
23800,9,0.00039618474900748776,1,384,0.006685541942715645,0.0011441962560638785,,2,geometry-fixedcompute-1m-eppartial-imagenet-50ksteps,1m,eppartial,imagenet,0.11197111010551453,0.11197111010551453,
23900,9,0.0003944817019016155,1,384,0.0069054667837917805,0.0012838953407481313,,2,geometry-fixedcompute-1m-eppartial-imagenet-50ksteps,1m,eppartial,imagenet,0.11371532082557678,0.11371532082557678,
24000,9,0.0003927685321183087,1,384,0.0064668720588088036,0.0007209453033283353,,2,geometry-fixedcompute-1m-eppartial-imagenet-50ksteps,1m,eppartial,imagenet,0.11563947796821594,0.11563947796821594,
24100,9,0.0003910453598937212,1,384,0.0061536505818367004,0.00031596081680618227,,2,geometry-fixedcompute-1m-eppartial-imagenet-50ksteps,1m,eppartial,imagenet,0.11706975102424622,0.11706975102424622,
24200,9,0.00038931230616601225,1,384,0.006593300960958004,0.0010390442330390215,,2,geometry-fixedcompute-1m-eppartial-imagenet-50ksteps,1m,eppartial,imagenet,0.11212417483329773,0.11212417483329773,
24300,9,0.0003875694925668595,1,384,0.006892373785376549,0.00118554150685668,,2,geometry-fixedcompute-1m-eppartial-imagenet-50ksteps,1m,eppartial,imagenet,0.11532218009233475,0.11532218009233475,
24400,9,0.00038581704141292186,1,384,0.006937628146260977,0.0014135490637272596,,2,geometry-fixedcompute-1m-eppartial-imagenet-50ksteps,1m,eppartial,imagenet,0.1118951290845871,0.1118951290845871,
24500,9,0.00038405507569725566,1,384,0.005998837761580944,0.00020282073819544166,,2,geometry-fixedcompute-1m-eppartial-imagenet-50ksteps,1m,eppartial,imagenet,0.11612316220998764,0.11612316220998764,
24600,9,0.0003822837190806807,1,384,0.0060887932777404785,0.0005602771416306496,,2,geometry-fixedcompute-1m-eppartial-imagenet-50ksteps,1m,eppartial,imagenet,0.11113059520721436,0.11113059520721436,
24700,9,0.00038050309588310373,1,384,0.006186850368976593,0.0006282469257712364,,2,geometry-fixedcompute-1m-eppartial-imagenet-50ksteps,1m,eppartial,imagenet,0.11180031299591064,0.11180031299591064,
24800,9,0.0003787133310747911,1,384,0.006333609111607075,0.0007379066082648933,,2,geometry-fixedcompute-1m-eppartial-imagenet-50ksteps,1m,eppartial,imagenet,0.11265195906162262,0.11265195906162262,
24900,9,0.00037691455026759966,1,384,0.006942907813936472,0.0014162540901452303,,2,geometry-fixedcompute-1m-eppartial-imagenet-50ksteps,1m,eppartial,imagenet,0.11194933205842972,0.11194933205842972,
25000,9,0.0003751068797061594,1,384,0.005886964034289122,0.0004725246108137071,,2,geometry-fixedcompute-1m-eppartial-imagenet-50ksteps,1m,eppartial,imagenet,0.10876131057739258,0.10876131057739258,
25100,9,0.0003732904462590138,1,384,0.0074193826876580715,0.0017468975856900215,,2,geometry-fixedcompute-1m-eppartial-imagenet-50ksteps,1m,eppartial,imagenet,0.1151966005563736,0.1151966005563736,
25200,9,0.0003714653774097174,1,384,0.006044675130397081,0.0003846917534247041,,2,geometry-fixedcompute-1m-eppartial-imagenet-50ksteps,1m,eppartial,imagenet,0.11358436197042465,0.11358436197042465,
25300,9,0.0003696318012478849,1,384,0.0063483393751084805,0.0006527876248583198,,2,geometry-fixedcompute-1m-eppartial-imagenet-50ksteps,1m,eppartial,imagenet,0.11456382274627686,0.11456382274627686,
25400,9,0.00036778984646020454,1,384,0.00638183206319809,0.0008044493151828647,,2,geometry-fixedcompute-1m-eppartial-imagenet-50ksteps,1m,eppartial,imagenet,0.11235210299491882,0.11235210299491882,
25500,9,0.00036593964232140567,1,384,0.00605938583612442,0.000512327766045928,,2,geometry-fixedcompute-1m-eppartial-imagenet-50ksteps,1m,eppartial,imagenet,0.11145348846912384,0.11145348846912384,
25600,9,0.0003640813186851842,1,384,0.0058313701301813126,0.0003338289097882807,,2,geometry-fixedcompute-1m-eppartial-imagenet-50ksteps,1m,eppartial,imagenet,0.11028465628623962,0.11028465628623962,
25700,9,0.0003622150059750918,1,384,0.006069363094866276,0.0004935036413371563,,2,geometry-fixedcompute-1m-eppartial-imagenet-50ksteps,1m,eppartial,imagenet,0.11201069504022598,0.11201069504022598,
25800,9,0.0003603408351753808,1,384,0.006486211437731981,0.0008531492203474045,,2,geometry-fixedcompute-1m-eppartial-imagenet-50ksteps,1m,eppartial,imagenet,0.11351439356803894,0.11351439356803894,
25900,9,0.00035845893782181037,1,384,0.006684407591819763,0.0009445301257073879,,2,geometry-fixedcompute-1m-eppartial-imagenet-50ksteps,1m,eppartial,imagenet,0.11574207991361618,0.11574207991361618,
26000,9,0.0003565694459924158,1,384,0.00627522449940443,0.0006653864402323961,,2,geometry-fixedcompute-1m-eppartial-imagenet-50ksteps,1m,eppartial,imagenet,0.11286214739084244,0.11286214739084244,
26100,10,0.00035467249229823944,1,384,0.0063034361228346825,0.0007936037145555019,,2,geometry-fixedcompute-1m-eppartial-imagenet-50ksteps,1m,eppartial,imagenet,0.1109902560710907,0.1109902560710907,
26200,10,0.00035276820987402294,1,384,0.005648897960782051,0.00024487776681780815,,2,geometry-fixedcompute-1m-eppartial-imagenet-50ksteps,1m,eppartial,imagenet,0.1083252876996994,0.1083252876996994,
26300,10,0.00035085673236886345,1,384,0.0070494175888597965,0.0014922072878107429,,2,geometry-fixedcompute-1m-eppartial-imagenet-50ksteps,1m,eppartial,imagenet,0.11263641715049744,0.11263641715049744,
26400,10,0.00034893819393683314,1,384,0.006102039944380522,0.0006886218907311559,,2,geometry-fixedcompute-1m-eppartial-imagenet-50ksteps,1m,eppartial,imagenet,0.10895697772502899,0.10895697772502899,
26500,10,0.0003470127292275656,1,384,0.006515453569591045,0.0010370342060923576,,2,geometry-fixedcompute-1m-eppartial-imagenet-50ksteps,1m,eppartial,imagenet,0.11060541868209839,0.11060541868209839,
26600,10,0.00034508047337680276,1,384,0.006484762765467167,0.0010415257420390844,,2,geometry-fixedcompute-1m-eppartial-imagenet-50ksteps,1m,eppartial,imagenet,0.10990625619888306,0.10990625619888306,
26700,10,0.00034314156199691313,1,384,0.006421636790037155,0.0009126988588832319,,2,geometry-fixedcompute-1m-eppartial-imagenet-50ksteps,1m,eppartial,imagenet,0.11109146475791931,0.11109146475791931,
26800,10,0.00034119613116737334,1,384,0.007104136049747467,0.001666495343670249,,2,geometry-fixedcompute-1m-eppartial-imagenet-50ksteps,1m,eppartial,imagenet,0.11041931062936783,0.11041931062936783,
26900,10,0.0003392443174252175,1,384,0.006606307812035084,0.0009489688090980053,,2,geometry-fixedcompute-1m-eppartial-imagenet-50ksteps,1m,eppartial,imagenet,0.11409574747085571,0.11409574747085571,
27000,10,0.00033728625775545344,1,384,0.005983680486679077,0.00036023580469191074,,2,geometry-fixedcompute-1m-eppartial-imagenet-50ksteps,1m,eppartial,imagenet,0.11282913386821747,0.11282913386821747,
27100,10,0.0003353220895814506,1,384,0.006093546282500029,0.0006783122080378234,,2,geometry-fixedcompute-1m-eppartial-imagenet-50ksteps,1m,eppartial,imagenet,0.10898299515247345,0.10898299515247345,
27200,10,0.00033335195075529466,1,384,0.006310905329883099,0.000626552093308419,,2,geometry-fixedcompute-1m-eppartial-imagenet-50ksteps,1m,eppartial,imagenet,0.11431361734867096,0.11431361734867096,
27300,10,0.0003313759795481116,1,384,0.007317083887755871,0.001819628058001399,,2,geometry-fixedcompute-1m-eppartial-imagenet-50ksteps,1m,eppartial,imagenet,0.11176873743534088,0.11176873743534088,
27400,10,0.00032939431464036395,1,384,0.0064336201176047325,0.0010401580948382616,,2,geometry-fixedcompute-1m-eppartial-imagenet-50ksteps,1m,eppartial,imagenet,0.10890939831733704,0.10890939831733704,
27500,10,0.00032740709511211826,1,384,0.006900596432387829,0.0012871010694652796,,2,geometry-fixedcompute-1m-eppartial-imagenet-50ksteps,1m,eppartial,imagenet,0.11355701088905334,0.11355701088905334,
27600,10,0.00032541446043328243,1,384,0.006201182957738638,0.0006789634935557842,,2,geometry-fixedcompute-1m-eppartial-imagenet-50ksteps,1m,eppartial,imagenet,0.11112334579229355,0.11112334579229355,
27700,10,0.0003234165504538194,1,384,0.005769289098680019,0.0002603953762445599,,2,geometry-fixedcompute-1m-eppartial-imagenet-50ksteps,1m,eppartial,imagenet,0.1104382649064064,0.1104382649064064,
27800,10,0.0003214135053939299,1,384,0.00567906629294157,0.00025625649141147733,,2,geometry-fixedcompute-1m-eppartial-imagenet-50ksteps,1m,eppartial,imagenet,0.10871245712041855,0.10871245712041855,
27900,10,0.0003194054658342132,1,384,0.005663861054927111,0.00033418225939385593,,2,geometry-fixedcompute-1m-eppartial-imagenet-50ksteps,1m,eppartial,imagenet,0.10692775994539261,0.10692775994539261,
28000,10,0.0003173925727057994,1,384,0.006742146797478199,0.0013960199430584908,,2,geometry-fixedcompute-1m-eppartial-imagenet-50ksteps,1m,eppartial,imagenet,0.10831855237483978,0.10831855237483978,
28100,10,0.00031537496728045874,1,384,0.006207825616002083,0.00048438235535286367,,2,geometry-fixedcompute-1m-eppartial-imagenet-50ksteps,1m,eppartial,imagenet,0.11495324224233627,0.11495324224233627,
28200,10,0.00031335279116068664,1,384,0.006516516674309969,0.0012601162306964397,,2,geometry-fixedcompute-1m-eppartial-imagenet-50ksteps,1m,eppartial,imagenet,0.10638812184333801,0.10638812184333801,
28300,10,0.0003113261862697656,1,384,0.0070696561597287655,0.001341288909316063,,2,geometry-fixedcompute-1m-eppartial-imagenet-50ksteps,1m,eppartial,imagenet,0.11590863764286041,0.11590863764286041,
28400,10,0.00030929529484180425,1,384,0.005853124428540468,0.000606837566010654,,2,geometry-fixedcompute-1m-eppartial-imagenet-50ksteps,1m,eppartial,imagenet,0.10553257167339325,0.10553257167339325,
